URLs,is_mp3,has_pagination,is_event
https://www.cgu.edu/events/category/alumni/week/2024-12-31/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-04-23/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-04-21/,False,False,True
https://www.cgu.edu/events/week/2025-01-29/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-07-21/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-08-20/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-07-26/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-12-11/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-09-26/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-04-07/,False,False,True
https://www.cgu.edu/events/week/2025-02-01/,False,False,True
https://www.cgu.edu/events/2024-07-10/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-12-30/,False,False,True
https://www.cgu.edu/events/week/2024-11-01/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-05-11/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-07-11/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-11-05/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-08-21/,False,False,True
https://www.cgu.edu/events/category/admissions/2024-05/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-08-23/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-06-23/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-06-09/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-06-30/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-05-15/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-06-28/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-04-14/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-04-28/,False,False,True
https://www.cgu.edu/events/category/alumni/2025-03/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-11-08/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-09-21/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-07-23/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2025-02-08/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-03-22/,False,False,True
https://www.cgu.edu/events/2025-01-23/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-07-29/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2025-03-01/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-12-09/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-07-30/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-12-15/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2025-04-18/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-03-09/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-11-18/,False,False,True
https://www.cgu.edu/events/2025-01-17/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-09-30/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-10-08/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-11-22/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2025-01-18/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-11-24/,False,False,True
https://www.cgu.edu/events/week/2024-06-04/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-12-05/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-12-14/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2025-04-10/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-05-03/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-10-02/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-11-13/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-09-19/,False,False,True
https://www.cgu.edu/events/category/arts/week/2025-04-05/,False,False,True
https://www.cgu.edu/events/week/2024-11-11/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-02-12/,False,False,True
https://www.cgu.edu/events/category/student/week/2025-03-18/,False,False,True
https://arts.cgu.edu/tufts-poetry-awards/category/readings-and-events/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-06-01/,False,False,True
https://www.cgu.edu/events/2024-10-04/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-09-02/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-07-12/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-08-31/,False,False,True
https://www.cgu.edu/events/2025-03-16/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-05-23/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-10-19/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-12-07/,False,False,True
https://www.cgu.edu/events/week/2024-08-10/,False,False,True
https://www.cgu.edu/events/category/student/week/2025-03-07/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-03-05/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-07-25/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-09-25/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-12-06/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-11-13/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-04-19/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-04-14/,False,False,True
https://www.cgu.edu/events/2025-03-15/,False,False,True
https://www.cgu.edu/events/week/2024-09-06/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-02-26/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-03-09/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-06-28/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-09-17/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-12-27/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-12-24/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-05-13/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-10-24/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-10-11/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2025-02-17/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-04-05/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-09-11/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2024-07-13/,False,False,True
https://www.cgu.edu/events/category/arts/day/2025-03-02/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-11-07/,False,False,True
https://www.cgu.edu/events/week/2025-03-02/,False,False,True
https://www.cgu.edu/events/week/2024-06-02/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2024-06-07/,False,False,True
https://www.cgu.edu/events/category/academic/week/2024-11-07/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-10-07/,False,False,True
https://www.cgu.edu/events/category/alumni/day/2024-03-31/,False,False,True
https://online.cgu.edu/events/month/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-01-27/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-04-26/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-07-11/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-09-02/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-08-20/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-01-02/,False,False,True
https://www.cgu.edu/events/category/arts/week/2025-04-07/,False,False,True
https://www.cgu.edu/events/category/academic/day/2025-01-20/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-06-17/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-09-05/,False,False,True
https://www.cgu.edu/events/2025-02-28/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-10-17/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2025-04-23/,False,False,True
https://www.cgu.edu/events/category/arts/week/2025-02-05/,False,False,True
https://www.cgu.edu/events/category/arts/week/2025-03-31/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-08-05/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-08-14/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-02-21/,False,False,True
